调试专用,#genre#
家家购物,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000083
家有购物,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000081
健康养生,http://php.jdshipin.com:8880/bst.php?id=jkys8m/8000000
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
金鹰纪实,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000074
金鹰纪实,http://php.jdshipin.com:8880/bst.php?id=jyjs8m/8000000
睛彩篮球,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000118
睛彩青少,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000120
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
靖天国际,http://50.7.234.10:8278/jingtianintl_twn/playlist.m3u8?tid=MC7C4153806141538061&ct=19254&tsum=79854f3ccdc23693ea39da52af54d35b
靖天国际,http://50.7.234.10:8278/jingtianintl_twn/playlist.m3u8?tid=ME4E7632479576324795&ct=19226&tsum=9922eeed6392b21e1710ba791cc599d6
靖天国际台,http://50.7.234.10:8278/jingtianintl_twn/playlist.m3u8?tid=MC7C4153806141538061&ct=19254&tsum=79854f3ccdc23693ea39da52af54d35b
靖天国际台,http://50.7.234.10:8278/jingtianintl_twn/playlist.m3u8?tid=ME4E7632479576324795&ct=19226&tsum=9922eeed6392b21e1710ba791cc599d6
开平综合,http://php.jdshipin.com:8880/chudian.php?id=kpzh
看天下,http://php.jdshipin.com:8880/bst.php?id=ktxjx8m/8000000
快乐垂钓,http://php.jdshipin.com:8880/bst.php?id=klcd8m/8000000
快乐垂钓,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031206
快乐购,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000084
乐昌电视台,http://php.jdshipin.com:8880/chudian.php?id=lctv
乐游,http://php.jdshipin.com:8880/bst.php?id=qjshd8m/8000000
连平台,http://php.jdshipin.com:8880/chudian.php?id=lpzh
连州综合,http://php.jdshipin.com:8880/chudian.php?id=lzzh
廉江综合,http://php.jdshipin.com:8880/chudian.php?id=ljzh
龙华偶像,http://50.7.234.10:8278/lunghuaidol_twn/playlist.m3u8?tid=MB3B9268047492680474&ct=19234&tsum=792a8d573313f22d3bd8670148df20cb
龙华偶像,http://50.7.234.10:8278/lunghuaidol_twn/playlist.m3u8?tid=MD6D6087277960872779&ct=19249&tsum=83e30fd8200429793355d21bf37719ff
龙华偶像,http://50.7.234.10:8278/lunghuaidol_twn/playlist.m3u8?tid=ME6E1618913016189130&ct=19226&tsum=392d7662a2ff7080289fbe9646e8501d
罗定综合,http://php.jdshipin.com:8880/chudian.php?id=ldzh
梅州综合,http://php.jdshipin.com:8880/chudian.php?id=mzzh
美食星球,http://50.7.234.10:8278/foodplanet_twn/playlist.m3u8?tid=MCCC8639507586395075&ct=19226&tsum=69f5a90ff21aa5f4f58667bcdd713353
魅力足球,http://php.jdshipin.com:8880/bst.php?id=mlyyhd/4000000
魅力足球,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031207
民视,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384
民视第一,http://50.7.234.10:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
民视台湾,http://50.7.234.10:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD6045594360455943&ct=19193&tsum=0de4f998b15ba8f2ecdaa107d866212a
民视台湾,http://50.7.234.10:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD8196635981966359&ct=19226&tsum=b82639ac8b4590b4206effe348e2f9c2
民视台湾,http://50.7.234.10:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
民视台湾台,http://50.7.234.10:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD6045594360455943&ct=19193&tsum=0de4f998b15ba8f2ecdaa107d866212a
民视台湾台,http://50.7.234.10:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD8196635981966359&ct=19226&tsum=b82639ac8b4590b4206effe348e2f9c2
民视台湾台,http://50.7.234.10:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
普宁综合,http://php.jdshipin.com:8880/chudian.php?id=pnzh
青岛中华美食.576,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000003000000052
清新综合,http://php.jdshipin.com:8880/chudian.php?id=qxzh
清远综合,http://php.jdshipin.com:8880/chudian.php?id=qyzh
求索动物,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000009
求索记录,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000010
全纪实,http://php.jdshipin.com:8880/bst.php?id=qjshd/4000000
全纪实,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031112
热门综艺,http://php.jdshipin.com:8880/bst.php?id=rmzy8m/8000000
三立都会,http://50.7.234.10:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d
三立都会台,http://50.7.234.10:8278/sanlidouhui_twn/playlist.m3u8?tid=md028b33ea0f7&ct=19361&tsum=1930e4b2cfbbd2f9f821af1c41e8d18d
三立台湾,http://50.7.234.10:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
三立综合,http://50.7.234.10:8278/sanlizhonghe/playlist.m3u8?ct=17874&tid=m3362167a08a014596868&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
三立综合,http://50.7.234.10:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
三立综合,http://50.7.234.10:8278/sanlizhonghe/playlist.m3u8?tid=MB0B8754413687544136&ct=19193&tsum=b815a8eec252a8266b57178e6b336b03
三立综合,http://50.7.234.10:8278/sanlizhonghe/playlist.m3u8?tid=MF4F9472920894729208&ct=19249&tsum=874aaa2015440b417746e5c11fa40220
上海都市,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
上海都市,http://php.jdshipin.com:8880/bst.php?id=dshd8m/8000000
上海都市,http://php.jdshipin.com:8880/bst.php?id=ylpdhd/4000000
上海都市频道,http://php.jdshipin.com:8880/bst.php?id=shds
上海法治天地,http://php.jdshipin.com:8880/bst.php?id=fztd
上海哈哈炫动,http://php.jdshipin.com:8880/bst.php?id=hhxd
上海纪实人文,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000068
上海纪实人文,http://php.jdshipin.com:8880/bst.php?id=jsrw
上海乐游频道,http://php.jdshipin.com:8880/bst.php?id=leyou
上海魅力足球,http://php.jdshipin.com:8880/bst.php?id=mlzq
上海外语,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
上海外语,http://php.jdshipin.com:8880/bst.php?id=icshd8m/8000000
上海外语,http://php.jdshipin.com:8880/bst.php?id=wypdhd/4000000
上海外语频道,http://php.jdshipin.com:8880/bst.php?id=shics
上海新视觉频道,http://php.jdshipin.com:8880/bst.php?id=xsj
遂溪台,http://php.jdshipin.com:8880/chudian.php?id=sxtv
台山台,http://php.jdshipin.com:8880/chudian.php?id=tstv
台视,http://50.7.234.10:8278/ttv_taiwan/playlist.m3u8?tid=MDCD7498841774988417&ct=19226&tsum=205fa69ca9e6c04cfa0ed0b301647d1e
台视,http://50.7.234.10:8278/ttv_taiwan/playlist.m3u8?tid=MEDE4406594744065947&ct=19193&tsum=079f13bae33c63d33bb128fd265e8466
探索亚洲,http://50.7.234.10:8278/discoverytwn_twn/playlist.m3u8?tid=MAAA4463833744638337&ct=18393&tsum=c4bd4c633430327425e073012785525e
陶瓷,http://php.jdshipin.com:8880/bst.php?id=taocihd/8000000
天映经典,http://php.jdshipin.com:8880/xsj.php?id=cccm
天映频道,http://php.jdshipin.com:8880/xsj.php?id=celestial
纬来日本,http://50.7.234.10:8278/videolandjapan/playlist.m3u8?tid=MBAB7250273772502737&ct=19344&tsum=2b580b485643235654de4a1bbc9639cb
吴川综合,http://php.jdshipin.com:8880/chudian.php?id=wczh
武术世界,http://php.jdshipin.com:8880/hntv.php?id=wspd
西藏藏语,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000093
戏曲精选,http://php.jdshipin.com:8880/bst.php?id=xqjx8m/8000000
先锋乒羽.576,http://php.jdshipin.com:8880/itv6s.php?cid=hnbblive&id=4886720949268374180
小太阳,http://50.7.234.10:8278/Xiaotaiyang/playlist.m3u8?tid=MD0D9499792694997926&ct=19254&tsum=900f8779aea05605b068dd6741e0feae
新会综合,http://php.jdshipin.com:8880/chudian.php?id=xhzh
新加坡8,http://50.7.234.10:8278/TV8/playlist.m3u8?tid=MDFD8437455184374551&ct=19225&tsum=ea08ca3d3651a75f499af2fc429eee35
新视觉,http://php.jdshipin.com:8880/bst.php?id=xsjhd/4000000
新视觉,http://php.jdshipin.com:8880/bst.php?id=xsjhd8m/8000000
新视觉,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xsj
信宜综合,http://php.jdshipin.com:8880/chudian.php?id=xyzh
幸福彩,http://php.jdshipin.com:8880/bst.php?id=xfchd/4000000
徐闻综合,http://php.jdshipin.com:8880/chudian.php?id=xwzh
央广购物,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000079
阳春综合,http://php.jdshipin.com:8880/chudian.php?id=yczh
阳江-1,http://php.jdshipin.com:8880/chudian.php?id=yjtv1
阳江-2,http://php.jdshipin.com:8880/chudian.php?id=yjtv2
阳西综合,http://php.jdshipin.com:8880/chudian.php?id=yxzh
优购物,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000080
优购物,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000082
肇庆公共,http://php.jdshipin.com:8880/chudian.php?id=zqgg
肇庆综合,http://php.jdshipin.com:8880/chudian.php?id=zqzh
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
中国天气,http://php.jdshipin.com:8880/bst.php?id=zgtq/1300000
中国天气.540,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000057
中华特产,http://php.jdshipin.com:8880/cqyx.php?id=techan
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB4B2404962324049623&ct=19193&tsum=671b112a447ed494ae6219c14d0fab93
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB8B7313326473133264&ct=19226&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=MECE1189477111894771&ct=19234&tsum=582d215df269921b0c0ce288b5fac94a
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MBAB5565131955651319&ct=19249&tsum=6c292a6f51658779ced6a108f779ed35
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?ct=19193&tid=MBBB1520797915207979&tsum=3a6f7f0c591c2ec6678d51b741f290b2
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=ME3E9861589598615895&ct=19226&tsum=7e6a4896cab50c2c48d7a889c1076ffc
中天综合台,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典,http://php.jdshipin.com:8880/xsj.php?id=cwjd
紫金综合,http://php.jdshipin.com:8880/chudian.php?id=zjzh
科学教育,#genre#
Discovery科学,http://50.7.234.10:8278/discoverysc_twn/playlist.m3u8?tid=MECE1045237810452378&ct=18393&tsum=806a4803bc2c402750bf7fde4daaf50e
iHOT爱科幻,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱科学,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱历史,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000046/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046&IASHttpSessionId=OTT19019320240419154124000281
IHOT爱历史,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000046
iHOT爱幼教,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000049/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000049&IASHttpSessionId=OTT19019320240419154124000281
SITV金色学堂,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000026105
爱科幻,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000033
爱科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000047
北京纪实科教,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000065
北京纪实科教,http://php.jdshipin.com:8880/bst.php?id=bjjskj
北京纪实科教,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000
广东经济科教,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
江西教育,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxjy
金色学堂,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000061/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000061&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
金色学堂,http://php.jdshipin.com:8880/bestv.php?id=jingsepd8m/8000000
金色学堂,http://php.jdshipin.com:8880/bst.php?id=jingsepd8m/8000000
求索科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000011
山东教育卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000067
上海教育,http://php.jdshipin.com:8880/bst.php?id=setvhd/8000000
上海教育2,https://live2018.setv.sh.cn/setv/programme10_ud.m3u8?auth_key=4794048378-0-0-06e60dd476e18047abd3be7701993ee8
上海教育频道,http://php.jdshipin.com:8880/bst.php?id=shjy
上海金色学堂,http://php.jdshipin.com:8880/bst.php?id=jsxt
探索科学,http://50.7.234.10:8278/discoverysc_twn/playlist.m3u8?tid=mc6599c2e8abf17200438&ct=17877&tsum=04c82c404888445ec55711287ad6b21b
探索科学,http://50.7.234.10:8278/discoverysc_twn/playlist.m3u8?tid=MECE1045237810452378&ct=18393&tsum=806a4803bc2c402750bf7fde4daaf50e
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
中国教育1,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000046
中国教育2,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000071
中国教育4,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000072
旅游探险,#genre#
探索动力,http://50.7.234.10:8278/discoveryturbo_twn/playlist.m3u8?tid=MD5D5964869459648694&ct=19225&tsum=a21251b62069dff5c52601a3e4bc4a6d
探索动力,http://50.7.234.10:8278/discoveryturbo_twn/playlist.m3u8?tid=MECE3122352031223520&ct=18393&tsum=66f49d6631e9a76ea563d20a25e0bd4c
探索频道,http://50.7.234.10:8278/discoveryhd_twn/playlist.m3u8?tid=MB0B1462900214629002&ct=18393&tsum=ce9990e01102bf91728bdbbb549b04a7
探索频道,http://50.7.234.10:8278/discoveryhd_twn/playlist.m3u8?tid=MB0B5177298351772983&ct=19234&tsum=ca4373fe502ea49d281ea1ecdd3531f5
探索频道,http://50.7.234.10:8278/discoveryhd_twn/playlist.m3u8?tid=ME6E2405719624057196&ct=19225&tsum=57a7c421c65e00c1b8f68f67c30141dc
亚洲.旅游台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MB9B9461769094617690&ct=18393&tsum=57c12e5ba95cca684613ec5e14714ff8
亚洲旅游,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MA8A2387916023879160&ct=19254&tsum=bd472a07b6e15f36c0540fb3becc3d6c
亚洲旅游,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
亚洲旅游,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MB9B9461769094617690&ct=18393&tsum=57c12e5ba95cca684613ec5e14714ff8
亚洲旅游,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MF2F4967516549675165&ct=19225&tsum=3b56404a8f861c7fef6ac79a798e4a8c
亚洲旅游台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?ct=19225&tid=MF2F4967516549675165&tsum=3b56404a8f861c7fef6ac79a798e4a8c
亚洲旅游台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
亚洲旅游台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MB9B9461769094617690&ct=18393&tsum=57c12e5ba95cca684613ec5e14714ff8
亚洲旅游台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MDAD1549954015499540&ct=19344&tsum=b5f42b47e9e2868d29244c6c106c526c
亚洲旅游台,http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8?tid=MF2F4967516549675165&ct=19225&tsum=3b56404a8f861c7fef6ac79a798e4a8c
少儿频道,#genre#
CN卡通,http://50.7.234.10:8278/momo1_twn/playlist.m3u8?tid=MA0A4898983648989836&ct=19225&tsum=bd109117d126916f203880b1f2063d5e
CN卡通,http://50.7.234.10:8278/momo1_twn/playlist.m3u8?tid=MDCD8337337283373372&ct=18393&tsum=3744c35f02ab2207fb7dbbcb450f02d6
IHOT爱动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059
iHOT爱浪漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281
IHOT爱浪漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000035
iHOT爱玩具,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000053/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000053&IASHttpSessionId=OTT19019320240419154124000281
NewTv黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
爱玩具,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000053
百事通宝宝动画,http://php.jdshipin.com:8880/bst.php?id=bbdh
百事通青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm
宝宝动画,http://php.jdshipin.com:8880/bst.php?id=bbdh8m/8000000
北京卡酷少儿,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000040
北京卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000
北京卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=kkse
地理野生动物,http://50.7.234.10:8278/natgeowildtamil_raj/playlist.m3u8?tid=MA3A7576802775768027&ct=19249&tsum=38e4069aeedc94944ccb5122c294c939
动漫秀场,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000009&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxc8m/8000000
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxchd/4000000
动漫秀场,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031113
动物星球,http://50.7.234.10:8278/AnimalPlanet/playlist.m3u8?tid=MD5D8455808984558089&ct=19254&tsum=899db3292c39fbba53680601a57ee552
动物星球,http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
动物星球,http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8?tid=MABA3681856636818566&ct=18393&tsum=2066d4c793195f8449577d35af941288
动物星球,http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8?tid=ME1E7303496773034967&ct=19225&tsum=07b0edc521a4edcb7a00d7e943b8aa72
动物星球,http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8?tid=MF9F9255818592558185&ct=19344&tsum=749eaebb64cf95e20862c56226a8446e
动物星球1,http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8?tid=MF4F9191603991916039&ct=19254&tsum=8eeac3e9b8c5f58ad74a17b9b4813ed1
动物星球频道,http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
福建少儿,http://php.jdshipin.com:8880/bst.php?id=fjse
广东嘉佳卡通,http://php.jdshipin.com:8880/bst.php?id=jjkt
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
黑莓动画,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000096
湖南金鹰卡通,http://php.jdshipin.com:8880/bst.php?id=jykt
嘉佳卡通,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000061
嘉佳卡通,http://php.jdshipin.com:8880/bst.php?id=jjkt/1300000
嘉佳卡通,http://php.jdshipin.com:8880/chudian.php?id=jjkt
金鹰卡通,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000039
金鹰卡通,http://php.jdshipin.com:8880/bst.php?id=jykt/1300000
靖天卡通,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
靖天卡通,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
靖天卡通台,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
靖天卡通台,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
靖天卡通台,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=ME5E1118588611185886&ct=19234&tsum=9c155f39f9a4dcbe438a21f39a33ce77
卡酷少儿,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=7851974109718180595
龙华卡通,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=MEEE6701222267012222&ct=19226&tsum=c1da0f03bc493ce969726d15fc9c0286
漫游世界.720,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000017
青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm8m/8000000
上海动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxc
文物宝库,http://php.jdshipin.com:8880/hntv.php?id=wwbk
炫动3D,http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000003000000558
野生动物,http://50.7.234.10:8278/natgeowild_twn/playlist.m3u8?tid=MF6F5354447153544471&ct=19249&tsum=fcc679b64dded7ec1ff6a0f09e335f38
优漫卡通,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000070
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
影视剧频道,#genre#
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
4K超高清电影.1080P,http://php.jdshipin.com:8880/TVOD/iptv.php?id=emdy4k
EYETV戏剧,http://50.7.234.10:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
EYETV戏剧,http://50.7.234.10:8278/eyetvxiju_twn/playlist.m3u8?tid=ME3E6686724066867240&ct=19254&tsum=728fc49fcd53cd770381ffd87883b1d1
HBO强档钜献,http://50.7.234.10:8278/hbohead_twn/playlist.m3u8?tid=MCDC6663932966639329&ct=19193&tsum=6999a99699b097f3af2ef550e5c81f93
HBO温馨家庭,http://50.7.234.10:8278/fyi_twn/playlist.m3u8?tid=18186902&ct=17988&&tsum=7a21abab0a5912afb0ebc01db111e59f
